manufacturer,model_name,category,screen_size,screen,ram,storage,operating_system,operating_system_version,weight,price,cpu_brand,cpu_speed,cpu_name,gpu_brand,gpu_name,screen_type
Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.2,597.57,AMD,3.6,A12-Series 9720P ,AMD,Radeon 530,Not Touchscreen
Lenovo,IdeaPad 310-15ABR,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB HDD,Windows,10,2.4,499.0,AMD,2.4,A10-Series 9600P ,AMD,Radeon R5 430,Not Touchscreen
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,"17.3""",IPS Panel Full HD 1920x1080,6GB,2TB HDD,Windows,10,2.71,699.0,Intel,2.5,Core i5 7200U ,AMD,Radeon 520,Not Touchscreen
Acer,Aspire E5-575,Notebook,"15.6""",1366x768,6GB,1TB HDD,Windows,10,2.23,549.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",Full HD 1920x1080,6GB,128GB SSD,Windows,10,2.4,569.0,Intel,2.3,Core i3 6100U ,Nvidia,GeForce 920MX,Not Touchscreen
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,"15.6""",IPS Panel Full HD 1920x1080,6GB,128GB SSD,Windows,10,1.91,568.9,AMD,2.5,A10-Series A10-9620P ,AMD,Radeon 530,Not Touchscreen
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,6GB,1TB HDD,Windows,10,2.8,649.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce GTX 940M,Not Touchscreen
Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.2,549.0,AMD,3.6,A12-Series 9720P ,AMD,Radeon 530,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,6GB,1TB HDD,Windows,10,2.3,459.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,6GB,128GB SSD +  1TB HDD,Windows,10,2.8,949.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 940MX,Not Touchscreen
HP,Pavilion 15-AW003nv,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB Hybrid,Windows,10,2.04,549.99,AMD,2.9,A9-Series 9410 ,AMD,Radeon R7 M440,Not Touchscreen
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,"15.6""",1366x768,6GB,1TB HDD,Windows,10,2.04,579.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,6GB,128GB SSD +  1TB HDD,Windows,10,2.8,719.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce GTX 940MX,Not Touchscreen
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,1.91,619.0,Intel,1.6,Core i5 8250U ,AMD,Radeon 520,Not Touchscreen
Lenovo,Ideapad 320-15IKBN,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.2,579.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Pavilion 15-BC000nv,Notebook,"15.6""",IPS Panel Full HD 1920x1080,6GB,1TB HDD,Windows,10,2.18,799.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Lenovo,IdeaPad 310-15IKB,Ultrabook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,1.54,831.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 920M,Not Touchscreen
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,"17.3""",IPS Panel Full HD 1920x1080,6GB,2TB HDD,Windows,10,2.65,569.0,AMD,2.4,A10-Series 9600P ,AMD,Radeon R7 M440,Not Touchscreen
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,512GB SSD,Windows,10,1.24,2013.1,Intel,1.3,Core i7 7Y75 ,Intel,HD Graphics 615,Touchscreen
Lenovo,ThinkPad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.36,1760.0,Intel,2.6,Core i5 7300U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,Thinkpad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.36,1650.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Portege X20W-D-10V,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Windows,10,1.1,1790.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,8GB,500GB HDD,Windows,10,1.9,935.0,Intel,2.6,Core i5 7300U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,1.63,812.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.04,846.5,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 930MX,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.04,900.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 930MX,Not Touchscreen
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.3,1193.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 940MX,Not Touchscreen
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.36,1639.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Portege X30-D-10V,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.05,1475.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 650,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.31,1165.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad T470s,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.32,1799.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
MSI,GP62M Leopard,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1199.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.21,1629.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
HP,EliteBook 820,Netbook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.26,1669.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Asus,VivoBook S15,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.7,1118.0,Intel,1.8,Core i7 8550U ,Nvidia,GeForce 940MX,Not Touchscreen
Samsung,Notebook 9,Ultrabook,"15.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.17,1699.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
HP,Spectre x360,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.26,1398.99,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Touchscreen
Toshiba,Portege Z30-C-16Z,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.2,1535.0,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB Flash Storage,Windows,10,1.13,2049.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Windows,10,1.37,1825.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ 3200x1800,8GB,256GB SSD,Windows,10,1.3,1268.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1119.91,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,Probook 430,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.49,960.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Tecra A50-C-1ZV,Notebook,"15.6""",1366x768,8GB,256GB SSD,Windows,10,2.2,1119.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.1,1299.0,Intel,1.2,Core M m7-6Y75 ,Intel,HD Graphics 515,Touchscreen
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.04,1018.99,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 930MX,Not Touchscreen
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.37,1399.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.36,1472.2,Intel,2.5,Core i5 7200U ,Intel,HD Graphics,Touchscreen
HP,Elitebook Folio,Ultrabook,"12.5""",4K Ultra HD / Touchscreen 3840x2160,8GB,240GB SSD,Windows,10,1.09,3100.0,Intel,1.2,Core M 6Y75 ,Intel,HD Graphics 515,Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.23,1379.0,Intel,2.4,Core i7 7560U ,Intel,Iris Plus Graphics 640,Touchscreen
HP,ZBook Studio,Workstation,"15.6""",IPS Panel Full HD 1920x1080,8GB,8GB SSD,Windows,10,2.0,2249.0,Intel,2.7,Core i7 6820HQ ,Nvidia,Quadro M1000M,Not Touchscreen
Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.6,1205.0,Intel,2.8,Core i5 7440HQ ,Intel,HD Graphics 620,Not Touchscreen
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.36,1775.0,Intel,2.8,Core i7 7600U ,Intel,HD Graphics 620,Not Touchscreen
HP,Omen 17-W006na,Gaming,"17.3""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.75,1399.0,Intel,2.3,Core i5 6300HQ ,Nvidia,GeForce GTX 965M,Not Touchscreen
Toshiba,Portege Z30-C-1CW,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.2,1460.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,Envy 13-AB077cl,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.39,1149.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Dell,Inspiron 7570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Windows,10,2.16,1130.33,Intel,1.8,Core i7 8550U ,Nvidia,GeForce 940MX,Not Touchscreen
LG,Gram 14Z970,Ultrabook,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Windows,10,0.98,1899.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.6,789.0,Intel,2.3,Core i5 6300HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Lenovo,Thinkpad T460,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.7,1488.99,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Not Touchscreen
HP,Elitebook 820,Netbook,"12.5""",Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.26,1483.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.24,1899.0,Intel,1.2,Core i5 7Y54 ,Intel,HD Graphics 615,Touchscreen
Lenovo,Thinkpad T470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.58,1480.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.95,1962.99,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.84,1296.99,Intel,2.5,Core i7 6500U ,AMD,Radeon R7 M365X,Not Touchscreen
HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.63,1084.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Not Touchscreen
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.24,1339.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX1060,Not Touchscreen
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.36,638.99,Intel,2.5,Core i5 7200U ,AMD,Radeon R7 M445,Not Touchscreen
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,2.08,959.0,Intel,2.5,Core i5 7200U ,AMD,Radeon R7 M460,Touchscreen
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,512GB Flash Storage,Mac OS,X,0.92,1165.0,Intel,1.2,Core M ,Intel,HD Graphics 5300,Not Touchscreen
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Windows,10,1.42,2330.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.13,728.0,Intel,1.6,Core i5 8250U ,AMD,Radeon 520,Not Touchscreen
Dell,Latitude 3580,Notebook,"15.6""",1366x768,8GB,128GB SSD,Windows,10,1.95,810.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"13.9""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.38,1349.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Windows,10,1.37,1970.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
HP,ZBook 17,Workstation,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,3.14,2064.9,Intel,2.8,Core i7 7700HQ ,Nvidia,Quadro M2200,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.29,1499.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,XPS 15,Notebook,"15.6""",4K Ultra HD / Touchscreen 3840x2160,8GB,256GB SSD,Windows,10,2.06,1749.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Touchscreen
HP,EliteBook 820,Netbook,"12.5""",1366x768,8GB,256GB SSD,Windows,10,1.26,1389.0,Intel,2.6,Core i5 7300U ,Intel,HD Graphics 620,Not Touchscreen
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,"15.6""",1366x768,8GB,2TB HDD,Windows,10,2.04,629.0,AMD,2.5,A12-Series 9700P ,AMD,Radeon R7 Graphics,Not Touchscreen
Samsung,Notebook 9,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,0.81,1499.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,1.98,961.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce GT 940MX,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.18,789.81,Intel,2.5,Core i5 7200U ,AMD,Radeon R5 M420,Not Touchscreen
Asus,Pro P2540UA-XS51,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.37,1099.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.62,985.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1089.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,Latitude 5480,Notebook,"14.0""",1366x768,8GB,256GB SSD,Windows,10,1.6,1126.71,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.84,1900.0,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.3,459.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.5,923.0,Intel,1.6,Core i5 8250U ,Nvidia,GeForce 930MX,Not Touchscreen
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.3,1199.0,Intel,1.8,Core i5 6260U ,Intel,HD Graphics 540,Touchscreen
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1099.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,ZBook 15,Workstation,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,2.59,1561.0,Intel,2.6,Core i7 6700HQ ,Nvidia,Quadro M1000M,Not Touchscreen
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.5,1048.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Asus,Zenbook UX330UA-AH5Q,Ultrabook,"13.3""",IPS Panel Quad HD+ 3200x1800,8GB,256GB SSD,Windows,10,1.2,1129.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Huawei,MateBook X,Ultrabook,"13.0""",IPS Panel Full HD 2160x1440,8GB,256GB SSD,Windows,10,1.05,1349.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Samsung,Notebook 9,Ultrabook,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.31,1599.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,3.0,854.0,Intel,1.6,Core i5 8250U ,Nvidia,GeForce MX150,Not Touchscreen
Dell,Inspiron 5577,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.56,1060.49,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.62,1099.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Asus,Vivobook Max,Notebook,"15.6""",1920x1080,8GB,128GB SSD,Windows,10,2.0,581.9,Intel,1.1,Pentium Dual Core N4200 ,Intel,HD Graphics 505,Not Touchscreen
Lenovo,Thinkpad T470s,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.32,1859.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.56,1049.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Touchscreen
Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.1,1315.0,Intel,1.6,Core i5 8250U ,Intel,HD Graphics 620,Touchscreen
Lenovo,Thinkpad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.13,2499.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 5368,Notebook,"13.3""",Full HD / Touchscreen 1920x1080,8GB,1TB HDD,Windows,10,1.62,649.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Touchscreen
Lenovo,ThinkPad E570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.3,850.66,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Portégé Z30-C-188,Ultrabook,"13.3""",1366x768,8GB,256GB SSD,Windows,10,1.2,1095.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.37,1950.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.56,902.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Precision 3520,Workstation,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.23,1778.0,Intel,2.8,Core i7 7700HQ ,Nvidia,Quadro M620,Not Touchscreen
Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.75,1116.02,Intel,1.6,Core i5 8250U ,AMD,Radeon RX 550,Not Touchscreen
Toshiba,Tecra A50-D-11D,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.0,1388.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.6,1690.0,Intel,2.8,Core i7 7600U ,Intel,HD Graphics 620,Not Touchscreen
Xiaomi,Mi Notebook,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.28,935.0,Intel,2.3,Core i5 6200U ,Nvidia,GeForce 940MX,Not Touchscreen
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,3.0,938.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.63,988.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Not Touchscreen
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.05,598.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 510-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.2,669.0,Intel,2.5,Core i7 6500U ,Nvidia,GeForce 940MX,Not Touchscreen
Acer,Swift 3,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.6,884.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Not Touchscreen
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.28,2559.0,Intel,2.8,Core i7 7600U ,Intel,HD Graphics 620,Touchscreen
HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.5,928.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Asus,ZenBook UX430UA,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.25,1099.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Not Touchscreen
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.3,787.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce GTX 930MX,Not Touchscreen
MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.4,1199.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB Flash Storage,Windows,10,1.13,1875.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Touchscreen / Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.1,1358.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
